run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,bin
273,1,3,0.000374598252108,111.517139917,0.407943488097,na,0.00898430038169,del,1,sel,14685.210637,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,26
273,1,3,0.00021329861491,187.952144847,0.257307933807,na,0,ins,1,sel,14685.210637,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,26
273,1,3,1e-10,na,na,0,0.289534617404,del,1,neu,14685.210637,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,26
273,1,3,1e-10,na,na,0,0.120714286688,ins,1,neu,14685.210637,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,26
65,1,3,0.000503408636969,997.828713542,0.240752710926,na,0.0505823298062,del,1,sel,13995.518984,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,27
65,1,3,0.000209010066099,5000,0.048865663542,na,0.0712270211373,ins,1,sel,13995.518984,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,27
65,1,3,1e-10,na,na,0,0.325068896941,ins,1,neu,13995.518984,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,27
65,1,3,1e-10,na,na,0,0.191312561864,del,1,neu,13995.518984,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,27
467,1,3,0.000233357902577,22.4628172535,0.215235420293,na,0.00332849476703,del,1,sel,12908.7171651,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,28
467,1,3,0.000158749358925,561.301540804,0.046536560712,na,0,ins,1,sel,12908.7171651,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,28
467,1,3,1e-10,na,na,0,0.151441783815,ins,1,neu,12908.7171651,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,28
467,1,3,1e-10,na,na,0,0.00748119136361,del,1,neu,12908.7171651,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,28
458,1,3,0.000414618028181,986.223648309,0.197631179156,na,0.0138623178941,del,1,sel,12386.9088625,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,30
458,1,3,0.000178835737033,5000,0.0397987560014,na,0,ins,1,sel,12386.9088625,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,30
458,1,3,1e-10,na,na,0,0.258876411292,del,1,neu,12386.9088625,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,30
458,1,3,1e-10,na,na,0,0.0262912425716,ins,1,neu,12386.9088625,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,30
146,1,3,0.000518520976255,900.81843009,0.297695115986,na,0.0122623460967,del,1,sel,12285.8086666,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,29
146,1,3,0.000175868512397,0.1,65.3889621516,na,0,ins,1,sel,12285.8086666,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,29
146,1,3,1e-10,na,na,0,0.0462779681523,ins,1,neu,12285.8086666,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,29
146,1,3,1e-10,na,na,0,0.0359185670924,del,1,neu,12285.8086666,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,29
91,1,3,0.000412353811183,1301.03363915,0.169526443439,na,0.0604260852635,del,1,sel,11960.8986346,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,31
91,1,3,0.000219466665381,5000,0.0424001628169,na,0.078273486833,ins,1,sel,11960.8986346,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,31
91,1,3,1e-10,na,na,0,0.163644996293,del,1,neu,11960.8986346,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,31
91,1,3,1e-10,na,na,0,0.0146342839674,ins,1,neu,11960.8986346,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,31
486,1,3,0.000263010183514,13.7084994322,0.468768748647,na,0.0337330008391,del,1,sel,11005.0210501,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,33
486,1,3,0.000246568383864,311.805436283,0.188855152285,na,0.0672841260132,ins,1,sel,11005.0210501,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,33
486,1,3,1e-10,na,na,0,0.0184886462492,del,1,neu,11005.0210501,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,33
486,1,3,1e-10,na,na,0,0.00192769101842,ins,1,neu,11005.0210501,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,33
194,1,3,0.000324343778563,289.224774692,0.333689966296,na,0.0796640902952,ins,1,sel,10838.4811281,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,32
194,1,3,0.000277737230972,8.37151381025,1.02311558684,na,0.037294786968,del,1,sel,10838.4811281,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,32
194,1,3,1e-10,na,na,0,0.297676208713,ins,1,neu,10838.4811281,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,32
194,1,3,1e-10,na,na,0,0.0553549561478,del,1,neu,10838.4811281,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,32
336,1,3,0.00029876308673,0.519045570083,16.212274575,na,0.0449091886227,del,1,sel,10365.607323,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,34
336,1,3,0.000245553148708,5000,0.0680535398314,na,0.0666251305358,ins,1,sel,10365.607323,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,34
336,1,3,1e-10,na,na,0,0.0542019002734,del,1,neu,10365.607323,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,34
336,1,3,1e-10,na,na,0,0.0426405365155,ins,1,neu,10365.607323,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,34
9,1,3,0.00113660433954,102.589958074,1.47688944943,na,0.0461809442787,del,1,sel,9821.86624873,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,35
9,1,3,0.000401473521452,25.6490317238,2.07498457819,na,0.0432869980838,ins,1,sel,9821.86624873,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,35
9,1,3,1e-10,na,na,0,0.223193504794,ins,1,neu,9821.86624873,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,35
9,1,3,1e-10,na,na,0,0.221000757089,del,1,neu,9821.86624873,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,35
116,1,3,0.000498308763496,265.769422424,0.575101466785,na,0.0485181699105,ins,1,sel,9500.14963542,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,36
116,1,3,0.000370118941878,12.6845486212,1.48541325756,na,0.0389078155666,del,1,sel,9500.14963542,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,36
